sr,dms_code,exam_centre_name,venue_address,pincode,region,state,city,venue_status,blacklist_info,ffa_frequency,deo_remarks_summary,suspicious_summary,call_log_summary,market_remark,final_analysis,reason
1290,EST-WB-1253,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE - MALDA,"UMA ROY SARANI, SUNNY PARK, ENGLISH BAZAR, MAHESHMATI, MALDA, WEST BENGAL",732101.0,EAST,WEST BENGAL,MALDA,ACTIVE,,0,,,Power Related(4),,Average,Power Related(4)
1291,EST-WB-1254,IMPS COLLEGE OF ENGINEERING AND TECHNOLOGY,"NITYANANDAPUR, CHANDIPUR (KAZIGRAM), MALDA, WEST BENGAL",732103.0,EAST,WEST BENGAL,MALDA,ACTIVE,,0,,,,,Good,Good
1292,EST-WB-1395,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE - HABIBPUR,"VILLAGE - HAPANIA, PO - BULBULCHANDI, NEEMBARI ROAD, MALDA, WEST BENGAL",732122.0,EAST,WEST BENGAL,MALDA,ACTIVE,,0,,,,,Good,Good
1293,EST-WB-1404,SUNSHINE ONLINE EXAM CENTRE,"VILLAGE- GABGACHI, PO - KAMALABARI, PS - ENGLIASH BAZAR, MALDA, WEST BENGAL",732103.0,EAST,WEST BENGAL,MALDA,ACTIVE,,0,,,"PC Changed(1), Power Related(7)",Doubtful (Reviews < 10),Average,"PC Changed(1), Power Related(7)"
1294,EST-WB-1255,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE - DESHAPRAN RUNNING UNDER PTP,"VILL - MAHISHAMURA, PO - AJODHYAPUR, PS - CONTAI, PURBA MEDINIPUR, WEST BENGAL",721401.0,EAST,WEST BENGAL,MEDINIPUR EAST,ACTIVE,,0,,,"PC Changed(2), Power Related(9)",,Average,"PC Changed(2), Power Related(9)"
1295,EST-WB-1256,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE - HALDIA,"PO - DURGACHAK, PURBA MEDINIPUR, WEST BENGAL",721602.0,EAST,WEST BENGAL,MEDINIPUR EAST,ACTIVE,,0,,,"PC Changed(2), Power Related(2)",,Average,"PC Changed(2), Power Related(2)"
1296,EST-WB-1375,PANSKURA N.B.C.E COMPUTER,"KANAKPUR, PANSKURA, JK SUPER MARKET, PURBA MEDINIPUR, WEST BENGAL",721152.0,EAST,WEST BENGAL,MEDINIPUR EAST,ACTIVE,,0,,,"PC Changed(2), Power Related(33)",Doubtful (Reviews < 10),Average,"PC Changed(2), Power Related(33)"
1297,EST-WB-1764,CIPET : CENTRE FOR SKILLING AND TECHNICAL SUPPORTÂ(CSTS),"CITY CENTER, PO - DEBHOG, HALDIA, PURBA MEDINIPUR, WEST BENGAL",721657.0,EAST,WEST BENGAL,MEDINIPUR EAST,ACTIVE,,0,,,,Good (Rating >=4 & Reviews >=10),Good,Good
1298,EST-WB-1783,MS INFOTECH COMPUTER TRAINING CENTER,"PANSKURA STATION ROAD, BAHARGRAM, PANSKURA, PURBA MEDINIPUR - 721152",721151.0,EAST,WEST BENGAL,MEDINIPUR EAST,ACTIVE,,0,,,,Doubtful (Reviews < 10),Good,Good
1299,EST-WB-1257,DASAGRAM ANURAN PRIVATE INDUSTRIAL TRAINING INSTITUTE,"VILLAGE + PO - DASAGRAM, PS - SABANG, PASCHIM MEDINIPUR, WEST BENGAL",721467.0,EAST,WEST BENGAL,MEDINIPUR WEST,ACTIVE,,0,,,Power Related(3),,Average,Power Related(3)
1300,EST-WB-1258,KHARAGPUR PRIVATE INDUSTRIAL TRAINING INSTITUTE,"WALIPUR (NH-6), PO - BORKOLA, PS - KHARAGPUR (L), PASCHIM MEDINIPUR, WEST BENGAL",721301.0,EAST,WEST BENGAL,MEDINIPUR WEST,ACTIVE,,0,,,,,Good,Good
1301,EST-WB-1259,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE - MIDNAPORE,"MIDNAPORE RANGAMATI, PO - VIDYASAGAR UNIVERSITY, PASCHIM MEDINIPUR, WEST BENGAL",721102.0,EAST,WEST BENGAL,MEDINIPUR WEST,ACTIVE,,0,,,Power Related(1),,Average,Power Related(1)
1302,EST-WB-1260,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE - JHARGRAM,"OFFICE OF THE PRINCIPAL, JHARGRAM GOVT ITI, GHORADHARA, JHARGRAM, PASCHIM MEDINIPUR, WEST BENGAL",721507.0,EAST,WEST BENGAL,MEDINIPUR WEST,ACTIVE,,0,,,Power Related(3),,Average,Power Related(3)
1303,EST-WB-1261,SALBONI PRIVATE INDUSTRIAL TRAINING INSTITUTE,"VILLAGE - BANKIBANDH, PO - SAIYEDPUR, PS - SALBONI, PASCHIM MEDINIPUR, WEST BENGAL",721147.0,EAST,WEST BENGAL,MEDINIPUR WEST,ACTIVE,,0,,,PC Changed(3),,Average,PC Changed(3)
1304,EST-WB-1262,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE - KESHPUR RUNNING UNDER PTP,"MEDINIPUR LANE, VILLAGE - CHENCHURA, PO & PS - KESHPUR, PASCHIM MEDINIPUR, WEST BENGAL",721150.0,EAST,WEST BENGAL,MEDINIPUR WEST,ACTIVE,,0,,,Power Related(1),,Average,Power Related(1)
1305,EST-WB-1364,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE - DEBRA RUNNING UNDER PTP,"PATASPUR - TEMATHANI - BALICHAK - DEBRA ROAD, DEBRA, PASCHIM MEDINIPUR, WEST BENGAL",721126.0,EAST,WEST BENGAL,MEDINIPUR WEST,ACTIVE,,0,,,Power Related(2),,Average,Power Related(2)
1306,EST-WB-1263,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE - BERHAMPORE,"RANINAGAR, BANJETIA, MURSHIDABAD, WEST BENGAL",742102.0,EAST,WEST BENGAL,MURSHIDABAD,ACTIVE,,0,,,Power Related(8),,Average,Power Related(8)
1307,EST-WB-1264,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE - RAGHUNATHGANJ II RUNNING UNDER PTP,"VILLAGE - RAMPURA, PO - RAJPUT-TEGHARI, PS - RAGHUNATHGANJ, MURSHIDABAD, WEST BENGAL",742213.0,EAST,WEST BENGAL,MURSHIDABAD,ACTIVE,,0,,,"PC Changed(5), Power Related(2)",,Average,"PC Changed(5), Power Related(2)"
1308,EST-WB-1265,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE - SAGARDIGHI RUNNING UNDER PTP,"SAGARDIGHI, POPARA, MURSHIDABAD, WEST BENGAL",742226.0,EAST,WEST BENGAL,MURSHIDABAD,ACTIVE,,0,,,"PC Changed(3), Power Related(1)",,Average,"PC Changed(3), Power Related(1)"
1309,EST-WB-1422,NIBEDITA POLYTECHNIC,"BAGMARA, JALANGI, MURSHIDABAD, WEST BENGAL",742305.0,EAST,WEST BENGAL,MURSHIDABAD,ACTIVE,,0,,,,Average (Rating <4 & Reviews >=10),Good,Good
1310,EST-WB-1423,GOVERNMENT COLLEGE OF ENGINEERING AND TEXTILES TECHNOLOGY BERHAMPORE,"4, CANTONMENT ROAD, CANTONMENT SQUARE EAST, GORA BAZAR, MURSHIDABAD, WEST BENGAL",742101.0,EAST,WEST BENGAL,MURSHIDABAD,ACTIVE,,0,,,,,Good,Good
1311,EST-WB-1427,PRAGATI PRIVATE INDUSTRIAL TRAINING INSTITUTE,"NATIONAL HIGHWAY 34, RADHARGHAT, BERHAMPORE, WEST BENGAL",742187.0,EAST,WEST BENGAL,MURSHIDABAD,ACTIVE,,0,,,,,Good,Good
1312,EST-WB-1266,SRI AUROBINDO ENGINEERING INSTITUTE PRIVATE INDUSTRIAL TRAINING INSTITUTE,"PLOT NO P/4, WBSIDCL, INDUSTRIAL ESTATE PHASE-1, KALYANI, NADIA, WEST BENGAL",741235.0,EAST,WEST BENGAL,NADIA,ACTIVE,,0,,,,,Good,Good
1313,EST-WB-1267,JRSET PRIVATE INDUSTRIAL TRAINING INSTITUTE,"UTTARPANCHPOTA, NH 34, CHAKDAHA, NADIA, WEST BENGAL",743122.0,EAST,WEST BENGAL,NADIA,ACTIVE,,0,,,"PC Changed(1), Power Related(6)",,Average,"PC Changed(1), Power Related(6)"
1314,EST-WB-1268,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE - KALYANI,"B16, BLOCK B, GHOSHPARA ROAD, KALYANI, NADIA, WEST BENGAL",741235.0,EAST,WEST BENGAL,NADIA,ACTIVE,,0,,,"PC Changed(1), Power Related(5)",,Average,"PC Changed(1), Power Related(5)"
1315,EST-WB-1269,DON BOSCO HIGH & TECHNICAL SCHOOL PRIVATE INDUSTRIAL TRAINING INSTITUTE,"DON BOSCO ROAD, KRISHNANAGAR, NADIA, WEST BENGAL",741101.0,EAST,WEST BENGAL,NADIA,ACTIVE,,0,,,"PC Changed(8), Power Related(2)",,Average,"PC Changed(8), Power Related(2)"
1316,EST-WB-1270,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE - TEHATTA RUNNING UNDER PTP,"MONDAL PARA, VILLAGE + PO + PS - TEHATTA, NADIA, WEST BENGAL",741160.0,EAST,WEST BENGAL,NADIA,ACTIVE,,0,,,"PC Changed(3), Power Related(9)",,Average,"PC Changed(3), Power Related(9)"
1317,EST-WB-1396,BPC GOVERNMENT INDUSTRIAL TRAINING INSTITUTE,"ARABINDA SARANI, ANATHESHWAR ROAD, KRISHNANAGAR, NADIA, WEST BENGAL",741101.0,EAST,WEST BENGAL,NADIA,ACTIVE,,0,,,PC Changed(1),,Average,PC Changed(1)
1318,EST-WB-1428,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE - RANAGHAT II RUNNING UNDER PTP,"PANCHBERI COLONY, NADIA, WEST BENGAL",741501.0,EAST,WEST BENGAL,NADIA,ACTIVE,,0,,,"PC Changed(9), Power Related(30)",,Average,"PC Changed(9), Power Related(30)"
1319,EST-WB-1560,ST. THOMAS,,713323.0,EAST,WEST BENGAL,PASCHIM BARDHAMAN,ACTIVE,,0,,,,,Good,Good
1320,EST-WB-1561,KIEC,,713323.0,EAST,WEST BENGAL,PASCHIM BARDHAMAN,ACTIVE,,0,,,,,Good,Good
1321,EST-WB-1775,LUTHFA PRIVATE INDUSTRIAL TRAINING INSTITUTE,"MOLANDIGHI, KANKSA, DURGAPUR, BARDDHAMAN, WEST BENGAL",713212.0,EAST,WEST BENGAL,PASCHIM BARDHAMAN,ACTIVE,,0,,,,Good (Rating >=4 & Reviews >=10),Good,Good
1322,EST-WB-1784,NS POLYTECHNIC COLLEGE,"VILLAGE - CHANDIPUR, PO - ABHIRAMPUR, PURBA BARDDHAMAN, WEST BENGAL",713144.0,EAST,WEST BENGAL,PURBA BARDHAMAN,ACTIVE,,0,,,,,Good,Good
1323,EST-WB-1271,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE - PURULIA,"ADRA - RAGHUNATHPUR - KASHIPUR ROAD, PO - RAGHUNATHPUR, PURULIA, WEST BENGAL",723133.0,EAST,WEST BENGAL,PURULIA,ACTIVE,,0,,,"PC Changed(2), Power Related(6)",,Average,"PC Changed(2), Power Related(6)"
1324,EST-WB-1272,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE - HURA RUNNING UNDER PTP,"VILL.-SAHARJURI, P.O.-K.P.RANGADIH, P.S.-HURA, DIST.-PURULIA, WEST BENGAL",723148.0,EAST,WEST BENGAL,PURULIA,ACTIVE,,0,,,"PC Changed(1), Power Related(3)",,Average,"PC Changed(1), Power Related(3)"
1325,EST-WB-1365,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE - MANBAZAR RUNNING UNDER PTP,"BAMNI, MANBAZAR, PURULIA, WEST BENGAL",723131.0,EAST,WEST BENGAL,PURULIA,ACTIVE,,0,,,"PC Changed(1), Power Related(5)",,Average,"PC Changed(1), Power Related(5)"
1326,EST-WB-1397,MANBHUM PRIVATE INDUSTRIAL TRAINING INSTITUTE,"VILLAGE + PO - MAUTORH, PS - RAGHUNATHPUR, PURULIA, WEST BENGAL",723145.0,EAST,WEST BENGAL,PURULIA,ACTIVE,,0,,,PC Changed(3),,Average,PC Changed(3)
1327,EST-WB-1773,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE - SANTURI RUNNING UNDER PTP,"SANTURI, PURULIA, WEST BENGAL",723155.0,EAST,WEST BENGAL,PURULIA,ACTIVE,,0,,,,,Good,Good
1328,EST-WB-1447,RICIS INSTITUTIONS,"155/1, NH-60 ROAD, RANIGANJ, WEST BENGAL",713358.0,EAST,WEST BENGAL,RANIGANJ,ACTIVE,,0,,,,Doubtful (Reviews < 10),Good,Good
1329,EST-WB-1120,BHAWANI INFOTECH,"SHYAM TEMPLE ROAD, SILIGURI, WEST BENGAL",734001.0,EAST,WEST BENGAL,SILIGURI,ACTIVE,,0,,,"PC Changed(8), Power Related(1)",Doubtful (Reviews < 10),Average,"PC Changed(8), Power Related(1)"
1330,EST-WB-1123,DAV SCHOOL,"MAHANANDA BARRAGE, FULBARI, SILIGURI, WEST BENGAL",734015.0,EAST,WEST BENGAL,SILIGURI,ACTIVE,,0,,,,,Good,Good
1331,EST-WB-1128,INSPIRIA KNOWLEDGE CAMPUS,"HIMACHAL VIHAR, PHASE II, MATIGARA, SILIGURI, WEST BENGAL",734010.0,EAST,WEST BENGAL,SILIGURI,ACTIVE,,0,,,"Candidate Debarred(1), D Mapping(4), PC Changed(14)",Doubtful (Reviews < 10),Average,"Candidate Debarred(1), D Mapping(4), PC Changed(14)"
1332,EST-WB-1142,STAR INSTITUTE OF MANAGEMENT(BHARAT NAGAR),"SUKUMAR ROY SARANI, BHARAT NAGAR, DABGRAM, SILIGURI, WEST BENGAL",734004.0,EAST,WEST BENGAL,SILIGURI,ACTIVE,,0,,,,Average (Rating <4 & Reviews >=10),Good,Good
1333,EST-WB-1143,STAR INSTITUTE OF MANAGEMENT(PRADHAN NAGAR),"PATEL ROAD BYLANE, PRADHAN NAGAR, SILIGURI, WEST BENGAL",734003.0,EAST,WEST BENGAL,SILIGURI,ACTIVE,,0,,,PC Changed(1),Average (Rating <4 & Reviews >=10),Average,PC Changed(1)
1334,EST-WB-1145,SURENDRA INSTITUTE OF ENGINEERING AND MANAGEMENT,"DHUKURIA, NEW CHAMTA ROAD, DAGAPUR, SILIGURI, WEST BENGAL",734009.0,EAST,WEST BENGAL,SILIGURI,ACTIVE,,0,,,PC Changed(1),Doubtful (Reviews < 10),Average,PC Changed(1)
1335,EST-WB-1146,UMANG INFOTECH,"ASHOK AVENUE, SHASHTRI NAGAR, BEHIND ITI COLLEGE, SILIGURI, WEST BENGAL - 734001, LANDMARK: ABOVE MARVEL CAFÃ‰",734001.0,EAST,WEST BENGAL,SILIGURI,ACTIVE,,0,,,"PC Changed(35), Power Related(5)",Average (Rating <4 & Reviews >=10),Average,"PC Changed(35), Power Related(5)"
1336,EST-WB-1273,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE - ISLAMPUR RUNNING UNDER PTP,"COLLEGE MORE, PS+ PO - ISLAMPUR, UTTAR DINAJPUR, WEST BENGAL",733202.0,EAST,WEST BENGAL,UTTAR DINAJPUR,ACTIVE,,0,,,PC Changed(4),,Average,PC Changed(4)
1337,EST-WB-1274,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE - RAIGANJ,"PO & VILLAGE - KARNAJORA, RAIGANJ, UTTAR DINAJPUR, WEST BENGAL",733130.0,EAST,WEST BENGAL,UTTAR DINAJPUR,ACTIVE,,0,,,Power Related(2),,Average,Power Related(2)
1338,NR1-BR-3386,ITI FORBESGANJ,"INDUSTRIAL TRAINING INSTITUTE FORBESGANJ, FORBESGANJ SADAR RD, FORBESGANJ",854318.0,NORTH ONE,BIHAR,ARARIA,ACTIVE,,0,,,Power Related(4),,Average,Power Related(4)
1339,NR1-BR-3002,ARANYA ONLINE SERVICES PVT LTD,"GODHNA ROAD, NEAR GOREYA ASTHAN, ARRAH, BIHAR - 802301",802302.0,NORTH ONE,BIHAR,ARRAH,ACTIVE,,3,,,"PC Changed(2), Power Related(7)",Doubtful (Reviews < 10),Sensitive Venue,Found in FFA
1340,NR1-BR-3478,SHRISTI INFOTECH,"PARAS COMPLEX, TETARIA MORE, NEAR ZERO MILE, ARA, BIHAR - 802210",802210.0,NORTH ONE,BIHAR,ARRAH,ACTIVE,,0,,,,,Good,Good
1341,NR1-BR-3209,ITI ARWAL,"GOVERNMENT ITI COLLEGE ARWAL, ARWAL SHIV NAGAR, PHARKARPUR, ARWAL JEHANABADARWAL",804401.0,NORTH ONE,BIHAR,ARWAL,ACTIVE,,0,,,"PC Changed(3), Power Related(21)",,Average,"PC Changed(3), Power Related(21)"
1342,NR1-BR-3210,ADANI INTERNATIONAL SCHOOL,"MIRJAPUR, BEHIND RISIUP POLICE STATION, NH-139, AURANGABAD, BIHAR - 824102",824102.0,NORTH ONE,BIHAR,AURANGABAD,ACTIVE,,0,,,"PC Changed(32), Power Related(32)",Good (Rating >=4 & Reviews >=10),Average,"PC Changed(32), Power Related(32)"
1343,NR1-BR-3211,"ITI (LWE) BABHANDI, AURANGABAD","ITI (LWE) , BABHANDI, AURANGABAD, VILLAGE - BABHANDI, POST - JOGIYA, P.S. - MUFFASIL, AURANGABAD, BIHAR - 824102",824102.0,NORTH ONE,BIHAR,AURANGABAD,ACTIVE,,0,,,Power Related(2),,Average,Power Related(2)
1344,NR1-BR-3785,GOVERNMENT WITI AURANGABAD,"WOMEN ITI RABHAN BHIGHA, AURANGABAD - 824202",824202.0,NORTH ONE,BIHAR,AURANGABAD,ACTIVE,,0,,,"Candidate Debarred(3), Power Related(1)",,Average,"Candidate Debarred(3), Power Related(1)"
1345,NR1-BR-3212,GOVERNMENT ITI BANKA,"GOVT. I.T.I. BANKA, TELIYA, BIHAR - 813103",813103.0,NORTH ONE,BIHAR,BANKA,ACTIVE,,0,,,"PC Changed(2), Power Related(8)",,Average,"PC Changed(2), Power Related(8)"
1346,NR1-BR-3213,JAY ONLINE SERVICES,"ANYESH BHAWAN, HAJIPUR PIPRA BARAUNI LAND MARK-BIHAT NAGER PARISHAD KARYALY, BEGUSARAI, BIHAR - 851112",851112.0,NORTH ONE,BIHAR,BEGUSARAI,ACTIVE,,5,,,"D Mapping(1), PC Changed(8), Power Related(33)",Doubtful (Reviews < 10),Sensitive Venue,Found in FFA
1347,NR1-BR-3442,GANGA GLOBAL INSTITUTE OF MANAGEMENT STUDIES,"GANGA GLOBAL GYAN PARISAR, RAMZANPUR, NH-31",851129.0,NORTH ONE,BIHAR,BEGUSARAI,ACTIVE,,0,,,,Good (Rating >=4 & Reviews >=10),Good,Good
1348,NR1-BR-3592,GOVERNMENT ITI BEGUSARAI,"GOVT. ITI BEGUSARAI, PANHAS BEGUSARAI, BIHAR - 851101",851101.0,NORTH ONE,BIHAR,BEGUSARAI,ACTIVE,,0,,,Power Related(20),,Average,Power Related(20)
1349,NR1-BR-3755,GOVERNMENT WITI BEGUSARAI,"GOVT WITI BEGUSARAI, PANHAS, NEAR POLICE LINE, PO- SUHIRD NAGAR, PS- LOH, BEGUSARAI, BIHAR - 851218",851218.0,NORTH ONE,BIHAR,BEGUSARAI,ACTIVE,,0,,,Power Related(22),Good (Rating >=4 & Reviews >=10),Average,Power Related(22)
1350,NR1-BR-1614,VIKARAMSHILA INFOTECH,"DAUDABAT, SHAHZADPUR, AMARPUR BHAGALPUR ROAD, BHAGALPUR, BIHAR -812005. (NEAR MAUSAM HP GAS)",812005.0,NORTH ONE,BIHAR,BHAGALPUR,ACTIVE,,0,,,Power Related(3),Good (Rating >=4 & Reviews >=10),Average,Power Related(3)
1351,NR1-BR-3008,GEETANJALI TEST CENTER,"NEAR TAKSHASHILA VIDYAPITH SCHOOL, JHURKHURIYA , ZERO MILE, SABOUR, BHAGALPUR, BIHAR - 813210",813210.0,NORTH ONE,BIHAR,BHAGALPUR,ACTIVE,,0,,,"PC Changed(1), Power Related(11)",Doubtful (Reviews < 10),Average,"PC Changed(1), Power Related(11)"
1352,NR1-BR-3011,INDIA EXAM CENTRE,"BEHIND BHAGALPUR X-RAY KUTCHERY CHOWK, M.G. PATH",812001.0,NORTH ONE,BIHAR,BHAGALPUR,ACTIVE,,0,,,,Doubtful (Reviews < 10),Good,Good
1353,NR1-BR-3028,SHIV SHAKTI PRIVATE ITI,"6TH FLOOR, SHAKAMBHARI COMPLEX, NATH NAGAR, KABIRPUR ROAD, ABOVE STATE BANK OF INDIA, BHAGALPUR, BIHAR - 812006",812006.0,NORTH ONE,BIHAR,BHAGALPUR,ACTIVE,,0,,,"PC Changed(1), Power Related(2)",,Average,"PC Changed(1), Power Related(2)"
1354,NR1-BR-3375,BHAGALPUR ONLINE CENTRE,"NEAR HOTEL CHAATKARA,BISHANPUR,JICHHO CHOWK,BYPASS ROAD,NEAR TOAL PLAZA",812002.0,NORTH ONE,BIHAR,BHAGALPUR,ACTIVE,,0,,,PC Changed(1),Doubtful (Reviews < 10),Average,PC Changed(1)
1355,NR1-BR-3453,DRISHTI EDUTECH,"SARMASPUR, NEAR GANGTA POKHAR, GORADIH ROAD",812001.0,NORTH ONE,BIHAR,BHAGALPUR,ACTIVE,,0,,,"PC Changed(4), Power Related(18)",Doubtful (Reviews < 10),Average,"PC Changed(4), Power Related(18)"
1356,NR1-BR-3591,GOVERNMENT ITI BHAGALPUR,"BARARI, BHAGALPUR, BIHAR - 812003",812003.0,NORTH ONE,BIHAR,BHAGALPUR,ACTIVE,,0,,,Power Related(3),,Average,Power Related(3)
1357,NR1-BR-3629,AANG INSTITUTE,"DAUTBAD, HABIBPUR, BHAGALPUR-AMARPUR ROAD, BHAGALPUR, BIHAR PIN-812005",812005.0,NORTH ONE,BIHAR,BHAGALPUR,ACTIVE,,0,,,"PC Changed(6), Power Related(10)",Doubtful (Reviews < 10),Average,"PC Changed(6), Power Related(10)"
1358,NR1-BR-3742,MAHARSHI MEHI ONLINE EXAMINATION CENTRE,"NH-80, MAIN ROAD SABOUR, NEAR CANARA BANK SABAOUR BHAGALPUR, OPP. GEETA HERO SHOWROOM, SABOUR, BHAGALPUR - 813210",813210.0,NORTH ONE,BIHAR,BHAGALPUR,ACTIVE,,0,,,"PC Changed(3), Power Related(1)",Doubtful (Reviews < 10),Average,"PC Changed(3), Power Related(1)"
1359,NR1-BR-1621,MAA VINDHYWASHINI INFOTECH PVT. LTD.,"NEAR KALI MANDIR, BARKA GAON,BAMPALI, ARRAH, BIHAR - 802312",802312.0,NORTH ONE,BIHAR,BHOJPUR,ACTIVE,,0,,,"PC Changed(4), Power Related(7)",Doubtful (Reviews < 10),Average,"PC Changed(4), Power Related(7)"
1360,NR1-BR-3215,ITI ARA,"NEAR DAV PUBLIC SCHOOL, DHANUPARA, ARRAH, BIHAR 802301",802301.0,NORTH ONE,BIHAR,BHOJPUR,ACTIVE,,0,,,Power Related(1),,Average,Power Related(1)
1361,NR1-BR-3641,ARA DIGITAL ZONE,"MANGAL BHAWAN, 1362, DHANUPRA, NEAR RELIANCE PETROL PUMP NH 30 ARA, BIHAR - 802301",802301.0,NORTH ONE,BIHAR,BHOJPUR,ACTIVE,,0,,,"PC Changed(4), Power Related(33)",Doubtful (Reviews < 10),Average,"PC Changed(4), Power Related(33)"
1362,NR1-BR-3459,K.K UNIVERSITY,"BERAUTI, NEPURA, BIHAR SHARIF (NALANDA)",803115.0,NORTH ONE,BIHAR,BIHAR SHARIF,ACTIVE,,0,,,"PC Changed(3), Power Related(41)",Doubtful (Reviews < 10),Average,"PC Changed(3), Power Related(41)"
1363,NR1-BR-3217,ITI BUXAR,"GOVT. ITI, KAMLA NAGAR, BUXAR, BIHAR 802103",802101.0,NORTH ONE,BIHAR,BUXAR,ACTIVE,,0,,,"PC Changed(1), Power Related(6)",,Average,"PC Changed(1), Power Related(6)"
1364,NR1-BR-3479,WOMAN ITI BUXAR,"CHAUSA ROAD , CHARITRAVAN , BUXARBUXAR, STATE : BIHAR, PINCODE- 802101",802101.0,NORTH ONE,BIHAR,BUXAR,ACTIVE,,0,,,,,Good,Good
1365,NR1-BR-3220,EDU CARE INFOTECH,"KAUSHAL COMPLEX, BADA TELPA, NEW BASTI, NEAR BHIKHARI THAKUR CHOWK, CHAPRA, SARAN, BIHAR - 841301",841301.0,NORTH ONE,BIHAR,CHAPRA,ACTIVE,,0,,,,Average (Rating <4 & Reviews >=10),Good,Good
1366,NR1-BR-3477,BABA VISHWANATH INFOTECH,"BRAHMPUR POOL, HEERA PALACE NEAR ANUMAN MANDIR, CHAPRA, SARAN, BIHAR - 841301",841301.0,NORTH ONE,BIHAR,CHAPRA,ACTIVE,,0,,,Power Related(15),Doubtful (Reviews < 10),Average,Power Related(15)
1367,NR1-BR-1617,RB DIGITAL CENTRE,"RAJNISH CINEPLEX CAMPUS, ISMAILGANJ, LAHERIASARAI, DARBHANGA, BIHAR - 846004",846004.0,NORTH ONE,BIHAR,DARBHANGA,ACTIVE,,0,,,"PC Changed(3), Power Related(13)",Good (Rating >=4 & Reviews >=10),Average,"PC Changed(3), Power Related(13)"
1368,NR1-BR-3017,MANGLAM INFOSOL,"BEHIND JAIL CORNER, BAHADURPUR, LAHERIYA SARAI",846001.0,NORTH ONE,BIHAR,DARBHANGA,ACTIVE,,4,,,"PC Changed(4), Power Related(13)",Doubtful (Reviews < 10),Sensitive Venue,Found in FFA
1369,NR1-BR-3222,ADVANCED INSTITUTE OF COMPUTER TECHNOLOGY,J.P CHOWK,846009.0,NORTH ONE,BIHAR,DARBHANGA,ACTIVE,,0,,,,Good (Rating >=4 & Reviews >=10),Good,Good
1370,NR1-BR-3387,GOVERNMENT ITI DARBHANGA,"GOVT. ITI DARBHANGA, RAMNAGAR, BAHADURPUR",846001.0,NORTH ONE,BIHAR,DARBHANGA,ACTIVE,,0,,,,,Good,Good
1371,NR1-BR-3589,THE MITHILA SOLUTIONS,"PARAM PALACE, OPPOSITE MAINDRA SHOWROOM, NH57 NEAR DILLI MORE,BASUDEVPUR,DARBANGA BIAHR -846005",846005.0,NORTH ONE,BIHAR,DARBHANGA,ACTIVE,,0,,,"Candidate Debarred(1), PC Changed(3), Power Related(32)",Doubtful (Reviews < 10),Average,"Candidate Debarred(1), PC Changed(3), Power Related(32)"
1372,NR1-BR-3593,GOVERNMENT WOMEN ITI DARBHANGA,"GOVT. WOMEN ITI, DARBHANGA, AT- RAMNAGAR, LAHERIASARAI, BIHAR - 846001",846001.0,NORTH ONE,BIHAR,DARBHANGA,ACTIVE,,0,,,"PC Changed(1), Power Related(5)",,Average,"PC Changed(1), Power Related(5)"
1373,NR1-BR-1616,NIDAN INFOTECH,"NH-82 BYPASS MORE, NEAR MAHAVIR COLLEGE, GAYA, BIHAR - 823001",823001.0,NORTH ONE,BIHAR,GAYA,ACTIVE,,0,,,"PC Changed(1), Power Related(27), White Screen Related(1)",Doubtful (Reviews < 10),Average,"PC Changed(1), Power Related(27), White Screen Related(1)"
1374,NR1-BR-1697,MARKANDEY MAHADEV INFOTECH PVT. LTD.,"GAYA-DOBHI ROAD, NEAR GAYA AIRPORT, GAYA INTERNATIONAL AIRPORT, GAYA, HARIO, BIHAR - 823004",823004.0,NORTH ONE,BIHAR,GAYA,ACTIVE,,0,,,,Average (Rating <4 & Reviews >=10),Good,Good
1375,NR1-BR-3030,SIDHHIVINAYAK COMPUTECH PVT LTD,"SAHEB NAGAR (DELHA KUJPAI), NEAR NEW DELHA POLICE STATION, PANCHANPUR ROAD, GAYA, BIHAR - 823002",823002.0,NORTH ONE,BIHAR,GAYA,ACTIVE,,0,,,Power Related(3),Doubtful (Reviews < 10),Average,Power Related(3)
1376,NR1-BR-3388,RAM SARAN SINGH ONLINE EXAMINATION CENTRE,"IN THE CAMPUS OF RSS EVENING COLLEGE, DELHA",823002.0,NORTH ONE,BIHAR,GAYA,ACTIVE,,0,,,,Average (Rating <4 & Reviews >=10),Good,Good
